# theme: fantasy,,
# game_version: Berserk Walkers,,
# is_base_game: false,,
# abominations: ,,
# necromancers: ,,
# ---,,
danger,spawn,qty
blue,berserker_walkers,2
blue,berserker_walkers,2
blue,berserker_walkers,2
blue,berserker_walkers,2
blue,berserker_walkers,2
blue,berserker_walkers,2
blue,berserker_walkers,4
blue,berserker_walkers,4
blue,berserker_walkers,4
blue,berserker_walkers,4
blue,berserker_walkers,4
blue,berserker_walkers,4
yellow,berserker_walkers,4
yellow,berserker_walkers,4
yellow,berserker_walkers,4
yellow,berserker_walkers,4
yellow,berserker_walkers,4
yellow,berserker_walkers,4
yellow,berserker_walkers,6
yellow,berserker_walkers,6
yellow,berserker_walkers,6
yellow,berserker_walkers,6
yellow,berserker_walkers,6
yellow,berserker_walkers,6
orange,berserker_walkers,6
orange,berserker_walkers,6
orange,berserker_walkers,6
orange,berserker_walkers,6
orange,berserker_walkers,6
orange,berserker_walkers,6
orange,berserker_walkers,8
orange,berserker_walkers,8
orange,berserker_walkers,8
orange,berserker_walkers,8
orange,berserker_walkers,8
orange,berserker_walkers,8
red,berserker_walkers,8
red,berserker_walkers,8
red,berserker_walkers,8
red,berserker_walkers,8
red,berserker_walkers,8
red,berserker_walkers,8
red,berserker_walkers,10
red,berserker_walkers,10
red,berserker_walkers,10
red,berserker_walkers,10
red,berserker_walkers,10
red,berserker_walkers,10
